doc_id,chain_id,animacy,character,canonical_name,mentions,role,confidence,notes
Novel10,1,0,0,"no more of Heaven , my lord","no more of Heaven , my lord | that",,,
Novel10,2,1,1,Dick ; `` and yon,"Dick | himself | he | his | he | Dick | Dickon | ye | I | I | your true friend | ye | ye | Dick | Dick ; `` and yon | Dick | Dickon | Dickon | Dick | him | he | him | he | he | Dick | his | him | His | his | he | Dick , gravely | Dick | he | his | Dick 's | his | Dick | Dick",Hero,,
Novel10,3,1,1,Joan,Joan | Joan | Joan,Ally,,
Novel10,4,0,0,The next morning,The next morning | the morning | the morning,,,
Novel10,5,0,0,the sun,the sun | the sun | the sun | the sun,,,
Novel10,6,0,0,Sir Richard 's wife,Sir Richard 's wife,,,
Novel10,7,0,0,the best advantage with the aid of the Lord Foxham 's baggage,the best advantage with the aid of the Lord Foxham 's baggage,,,
Novel10,8,0,0,the aid of the Lord Foxham 's baggage,the aid of the Lord Foxham 's baggage,,,
Novel10,9,0,0,the Lord Foxham 's baggage,the Lord Foxham 's baggage,,,
Novel10,10,0,0,the Lord Foxham 's,the Lord Foxham 's,,,
Novel10,11,0,0,"that , my lord","that , my lord",,,
Novel10,12,0,0,good reports of Joan,good reports of Joan,,,
Novel10,13,0,0,his impatience,his impatience,,,
Novel10,14,1,0,Gloucester 's,"my | Gloucester | I | my | I | my | Mine | the loss , ' quoth he | the loss | Gloucester 's",,,
Novel10,15,0,0,"some while he made rounds among the soldiery , who were getting to arms in the wintry twilight of the dawn and by the red glow of torches","some while he made rounds among the soldiery , who were getting to arms in the wintry twilight of the dawn and by the red glow of torches | he | His | His | he | his | he | he | He | he | his | he",,,
Novel10,16,0,0,a pair for you,a pair for you,,,
Novel10,17,1,0,you,you | your,,,
Novel10,18,0,0,rounds,rounds,,,
Novel10,19,0,0,"The lad , when for good services I gave him his choice of my favour","The lad , when for good services I gave him his choice of my favour",,,
Novel10,20,0,0,"the soldiery , who were getting to arms in the wintry twilight of the dawn and by the red glow of torches","the soldiery , who were getting to arms in the wintry twilight of the dawn and by the red glow of torches",,,
Novel10,21,0,0,the soldiery,the soldiery,,,
Novel10,22,0,0,good services,good services,,,
Novel10,23,0,0,arms in the wintry twilight of the dawn,arms in the wintry twilight of the dawn,,,
Novel10,24,0,0,the wintry twilight of the dawn,the wintry twilight of the dawn,,,
Novel10,25,0,0,the dawn,the dawn,,,
Novel10,26,0,0,his choice of my favour,his choice of my favour,,,
Novel10,27,0,0,the red glow of torches,the red glow of torches,,,
Novel10,28,0,0,torches,torches,,,
Novel10,29,0,0,at length,at length,,,
Novel10,30,0,0,"the grace of an old , drunken shipman","the grace of an old , drunken shipman",,,
Novel10,31,0,0,the outposts,the outposts,,,
Novel10,32,0,0,"an old , drunken shipman","an old , drunken shipman",,,
Novel10,33,0,0,the frozen forest,the frozen forest,,,
Novel10,34,0,0,His thoughts,His thoughts,,,
Novel10,35,0,0,stout in his besottedness,stout in his besottedness,,,
Novel10,36,0,0,His brief favour with the Duke,His brief favour with the Duke | it | its favour | my favour | your favour,,,
Novel10,37,0,0,his besottedness,his besottedness,,,
Novel10,38,1,0,the Duke,the Duke | the duke | the duke | I | my,,,
Novel10,39,1,0,"` Here dieth your favour , '","` Here dieth your favour , ' | he , my lord | he | he",,,
Novel10,40,0,0,Here dieth your favour,Here dieth your favour | It,,,
Novel10,41,0,0,his heart to mourn,his heart to mourn,,,
Novel10,42,1,0,"I ; and he , my lord","I ; and he , my lord",,,
Novel10,43,1,0,"Joan to wife , and my Lord Foxham for a faithful patron","Joan to wife , and my Lord Foxham for a faithful patron | Dick and Joan",,,
Novel10,44,1,1,Joan to wife,Joan to wife | My | Joanna | I | you | you | you | Joanna,Ally,,
Novel10,45,1,1,my Lord Foxham for a faithful patron,my Lord Foxham for a faithful patron | he | Lord Foxham | his | he | Lord Foxham | he | I | He | Ye | you a | Lord Foxham | Lord Foxham | Lord Foxham | Lord Foxham,Ally,,
Novel10,46,1,0,my,my | Your | your | you | you,,,
Novel10,47,0,0,a faithful patron,a faithful patron,,,
Novel10,48,0,0,a most assured impertinence,a most assured impertinence,,,
Novel10,49,0,0,the future,the future,,,
Novel10,50,0,0,the past,the past,,,
Novel10,51,0,0,little to regret,little to regret,,,
Novel10,52,0,0,the rood,the rood | he so,,,
Novel10,53,0,0,the solemn light of the morning,the solemn light of the morning,,,
Novel10,54,0,0,`` Said he so,`` Said he so,,,
Novel10,55,0,0,the east,the east,,,
Novel10,56,1,1,the nowise loth Alicia,Alicia | Alicia | Alicia | I | Alicia | the nowise loth Alicia,Ally,,
