doc_id,chain_id,animacy,character,canonical_name,mentions,role,confidence,notes
Novel18,1,1,1,Nehushta 's,Nehushta | Nehushta | she | she | Nehushta | she | her | her | Nehushta | her | her | Nehushta | her | her | Nehushta | herself | she | she | Nehushta | she | Nehushta 's | Nehushta | hers | her | thou | I | thee | I | thee | my | I | thee | Her | she | her | Nehushta | Her | she | she | she | you save him ? '' | she | Nehushta | her | she | Nehushta | her | Nehushta 's | her | my | my | I | I | I | her | Nehushta 's | her | Nehushta,Hero,,
Novel18,2,1,0,a ghost,a ghost,,,
Novel18,3,0,0,the corridors and dimly-lighted halls,the corridors and dimly-lighted halls,,,
Novel18,4,0,0,the corridors,the corridors,,,
Novel18,5,0,0,dimly-lighted halls,dimly-lighted halls,,,
Novel18,6,0,0,the confusion,the confusion,,,
Novel18,7,0,0,the lower story of the palace,the lower story of the palace,,,
Novel18,8,0,0,"the palace , singing the hymns of the sacrifice before the sacred fire","the palace | the palace | the palace , singing the hymns of the sacrifice before the sacred fire | the palace | the palace | the palace | the palace , hewn in the rock of the mountain | the palace",,,
Novel18,9,0,0,the roaring din,the roaring din,,,
Novel18,10,0,0,louder every moment -- the shrieks of wounded women,louder every moment -- the shrieks of wounded women,,,
Novel18,11,0,0,the shrieks of wounded women,the shrieks of wounded women,,,
Novel18,12,1,0,wounded women,wounded women | their,,,
Novel18,13,1,0,the moaning of wounded men,the moaning of wounded men | she | her | She | she | her | She | she,,,
Novel18,14,1,0,wounded men,wounded men,,,
Novel18,15,0,0,"the clash of swords and arms , and , occasionally , a quick , loud","the clash of swords and arms , and , occasionally , a quick , loud",,,
Novel18,16,0,0,"swords and arms , and , occasionally , a quick , loud","swords and arms , and , occasionally , a quick , loud",,,
Novel18,17,0,0,swords and arms,"swords and arms | a quick , loud",,,
Novel18,18,0,0,swords,swords,,,
Novel18,19,0,0,arms,arms | arms,,,
Novel18,20,0,0,half a dozen arrows that had missed their mark struck the wall together,half a dozen arrows that had missed their mark struck the wall together,,,
Novel18,21,0,0,their mark,their mark,,,
Novel18,22,0,0,the wall,the wall,,,
Novel18,23,0,0,a moment,a moment | a moment | a moment,,,
Novel18,24,0,0,the tide of fight,the tide of fight,,,
Novel18,25,0,0,the stairs,the stairs,,,
Novel18,26,0,0,the head,the head,,,
Novel18,27,0,0,the great staircase,the great staircase,,,
Novel18,28,0,0,a few steps from her,a few steps from her,,,
Novel18,29,0,0,a wild shriek that died suddenly into a gurgling death hiss,a wild shriek that died suddenly into a gurgling death hiss,,,
Novel18,30,0,0,a gurgling death hiss,a gurgling death hiss,,,
Novel18,31,0,0,the treasury,the treasury,,,
Novel18,32,1,0,the guards,the guards,,,
Novel18,33,0,0,the staircase that led down to the temple behind the palace,the staircase that led down to the temple behind the palace,,,
Novel18,34,0,0,the temple behind the palace,the temple behind the palace,,,
Novel18,35,0,0,no one,no one,,,
Novel18,36,0,0,as yet,as yet | she,,,
Novel18,37,0,0,the starlight,the starlight,,,
Novel18,38,0,0,The doors,The doors | the doors | the doors | the doors,,,
Novel18,39,0,0,the massive square building,the massive square building | its,,,
Novel18,40,0,0,"the gloom , blacker","the gloom , blacker",,,
Novel18,41,0,0,the gloom,the gloom,,,
Novel18,42,0,0,its own black shadow,its own black shadow,,,
Novel18,43,0,0,The door,the door | the door | The door | its | the door,,,
Novel18,44,0,0,the thick walls,the thick walls,,,
Novel18,45,0,0,the sound of the evening chant,the sound of the evening chant,,,
Novel18,46,0,0,the evening chant,the evening chant | the chant,,,
Novel18,47,1,1,"Zoroaster , that I would rather die with thee than live with any other","Zoroaster | Zoroaster | himself | Zoroaster | his | his | Zoroaster | his | thou | Zoroaster , that I would rather die with thee than live with any other | Zoroaster | Zoroaster 's | Zoroaster | Zoroaster | Zoroaster | him | Ye | his | he | Zoroaster 's | him | his | him | he | me | Zoroaster | I | _ Zoroaster | he | him | his | Zoroaster 's | his | Zoroaster , my beloved , my beloved | Zoroaster | my beloved | my beloved | Zoroaster the high priest",HEro,,
Novel18,48,1,1,The priests,The priests | their | themselves | they | the priests | The priests | they | them | the priests | the priests | The priests | They | their | them | their | their | the priests,Ally,,
Novel18,49,0,0,"Zoroaster , unconscious of their danger and of all that was going on in the palace , singing the hymns of the sacrifice before the sacred fire","Zoroaster , unconscious of their danger and of all that was going on in the palace , singing the hymns of the sacrifice before the sacred fire",,,
Novel18,50,0,0,their danger,their danger | it,,,
Novel18,51,0,0,the hymns of the sacrifice,the hymns of the sacrifice,,,
Novel18,52,0,0,the sacrifice,the sacrifice,,,
