doc_id,chain_id,animacy,character,canonical_name,mentions,role,confidence,notes
Novel19,1,1,1,"John , who though he had heard all that had been said","John | John | himself | John , who though he had heard all that had been said | John | he | John | John | He | his | John | John | John | John | John 's | he | himself | he | he | he in his turn | his | his | him | John | John | John 's | John",Hero,,
Novel19,2,0,0,their best,their best,,,
Novel19,3,1,1,Mr. Ambrose coming towards him,"Mr. Ambrose | he | Mr. Ambrose coming towards him | Mr. | Mr. Ambrose | Ambrose | Mr. Ambrose , making a vain attempt to stop the course of events | Mr. Ambrose | Ambrose | Mr. Ambrose | Ambrose | his | he | himself | Ambrose | Mr. Ambrose | Mr. | the Reverend Augustin Ambrose | Ambrose | the Reverend Augustin Ambrose | He | his",Ally,,
Novel19,4,0,0,"the detective , who had been frightened into submission by the physician 's last threat","the detective | the detective | The detective | him | the detective | the detective | I | I | the detective | the detective , who drew back , making some angry retort which no one heard | the detective | the detective , who had been frightened into submission by the physician 's last threat | the detective | The detective | his | he",,,
Novel19,5,1,0,the mother and the child,the mother and the child,,,
Novel19,6,0,0,the study,the study,,,
Novel19,7,1,0,the child,the child,,,
Novel19,8,1,1,"No , sir , I","the man | the man | him | he | this man | No , sir , I | this man | him | him | him | him | him | the man | him | he | he | the man | he | the man",Villain,,Actually refers to Goddard
Novel19,9,0,0,harm and undeserved suffering,harm and undeserved suffering,,,
Novel19,10,1,1,"Mr. Booley , who had pushed past Mr. Ambrose and stood confronting the doctor with a look which was intended to express a combination of sarcasm , superior cunning and authority","Mr. Booley | he | he | him | Mr. Booley , who had pushed past Mr. Ambrose and stood confronting the doctor with a look which was intended to express a combination of sarcasm , superior cunning and authority | Mr. Booley | Booley | Mr. Booley | Booley | me | he | Mr. Booley | Booley | Mr. Booley | I | my | I | I | Mr. Booley | Booley | Mr. Booley | his | his | he | Mr. Booley | Booley | Mr. Booley | he | he | he | he | his | I | me | he | I | You | I | Booley angrily | I | I | I | I | I | me | you | you | Booley",Villain,,
Novel19,11,1,1,Doctor,the doctor | him | Doctor | the doctor | the doctor,Aally,,
Novel19,12,0,0,each other 's faces,each other 's faces,,,
Novel19,13,1,0,The squire,the squire | the squire | you | the squire | the squire coldly | the squire | you | my | I | the squire | I | I | my | The squire | the squire 's | The squire | his | his | the squire | his | the squire | He | him | I | I,,,
Novel19,14,0,0,each other 's,each other 's,,,
Novel19,15,0,0,a few moments,a few moments | a few moments,,,
Novel19,16,0,0,the library,the library,,,
Novel19,17,0,0,matters,matters,,,
Novel19,18,1,1,My dear Mrs. Juxon,"Juxon | Mr. Juxon , sir | Mr. Juxon | Juxon | me | Mr. Juxon | Juxon | his | Charles Juxon | his | he | he | his | his | His | his | his | Mr. Juxon 's | Mr. Juxon 's | Mr. Juxon | Charles Juxon , who was watching her | Charles Juxon | his | he | Juxon | he | his | his | he | Juxon hurriedly as he went on his way | Squire Juxon | Charles Juxon | his | Charles James Juxon | his | his | his | he | Mr. Juxon | You | you | Charles Juxon | his | Mary Juxon | My dear Mrs. Juxon | Juxon | she | your daughter as well as his | Juxon | Mary Juxon | Mary Juxon | her daughter -- Mary Juxon , by whom she had stood in the moment of direst trial and terror , whom she had tended in illness | Mary Juxon , by whom she had stood in the moment of direst trial and terror , whom she had tended in illness | Mary Juxon | Mary Juxon",Hero,,
Novel19,19,0,0,the door,the door | the door | the door | the door | it | that | the door | the door | the door,,,
Novel19,20,0,0,a bond between them which could never be broken,a bond between them which could never be broken,,,
Novel19,21,0,0,Mrs. Ambrose 's face,Mrs. Ambrose 's face,,,
Novel19,22,0,0,the same moment,the same moment | this moment | that moment,,,
Novel19,23,0,0,Mr. Juxon and Doctor Longstreet,Mr. Juxon and Doctor Longstreet,,,
Novel19,24,0,0,the opposite end of the long room,the opposite end of the long room | the end | the end | it,,,
Novel19,25,0,0,the long room,the long room | the room | the room | that room | it | the room | the room | the room,,,
Novel19,26,0,0,The cheerful and active physician,The cheerful and active physician,,,
Novel19,27,0,0,"the happiest of women ; happy in her husband , in her eldest daughter , in John Short and in the little children with bright faces and ringing voices who nestle at her knee or climb over the sturdy sailor-squire , and pull his great beard and make him laugh","the happiest of women ; happy in her husband , in her eldest daughter , in John Short and in the little children with bright faces and ringing voices who nestle at her knee or climb over the sturdy sailor-squire , and pull his great beard and make him laugh",,,
Novel19,28,0,0,a rather excited tone,a rather excited tone,,,
Novel19,29,0,0,"`` My dear sir , ''","`` My dear sir , ''",,,
Novel19,30,1,0,My dear sir,My dear sir,,,
Novel19,31,1,0,dear sir,My | dear sir | he | I | I | I | my,,,
Novel19,32,1,0,her eldest daughter,her eldest daughter,,,
Novel19,33,0,0,"the little children with bright faces and ringing voices who nestle at her knee or climb over the sturdy sailor-squire , and pull his great beard and make him laugh","the little children with bright faces and ringing voices who nestle at her knee or climb over the sturdy sailor-squire , and pull his great beard and make him laugh",,,
Novel19,34,1,0,the little children with bright faces,the little children with bright faces,,,
Novel19,35,0,0,bright faces,bright faces,,,
Novel19,36,0,0,"ringing voices who nestle at her knee or climb over the sturdy sailor-squire , and pull his great beard and make him laugh","ringing voices who nestle at her knee or climb over the sturdy sailor-squire , and pull his great beard and make him laugh",,,
Novel19,37,0,0,her knee or climb over the sturdy sailor-squire,her knee or climb over the sturdy sailor-squire,,,
Novel19,38,0,0,six,six | six,,,
Novel19,39,0,0,Things,Things,,,
Novel19,40,0,0,the sturdy sailor-squire,the sturdy sailor-squire | his | him,,,
Novel19,41,0,0,six or seven hours,six or seven hours,,,
Novel19,42,0,0,his great beard,his great beard,,,
Novel19,43,0,0,seven hours,seven hours,,,
Novel19,44,0,0,the world,the world | the world,,,
Novel19,45,0,0,"your success , with the whole world at your feet","my reputation | your reputation , your success , with the whole world at your feet | your reputation | your success , with the whole world at your feet | your success | it",,,
Novel19,46,0,0,a practitioner -- Hulloa,a practitioner -- Hulloa,,,
Novel19,47,0,0,them and strokes,them and strokes,,,
Novel19,48,0,0,The exclamation,The exclamation,,,
Novel19,49,0,0,their long fair hair,their long fair hair,,,
Novel19,50,0,0,their laughter,their laughter,,,
Novel19,51,0,0,"a look which was intended to express a combination of sarcasm , superior cunning and authority","a look which was intended to express a combination of sarcasm , superior cunning and authority",,,
Novel19,52,0,0,"a combination of sarcasm , superior cunning and authority","a combination of sarcasm , superior cunning and authority",,,
Novel19,53,0,0,the depths of shame,the depths of shame,,,
Novel19,54,0,0,"sarcasm , superior cunning and authority","sarcasm , superior cunning and authority",,,
Novel19,55,0,0,the sake of at last enjoying such pride and glory of happy motherhood,the sake of at last enjoying such pride and glory of happy motherhood,,,
Novel19,56,0,0,superior cunning,superior cunning,,,
Novel19,57,0,0,This,This | it,,,
Novel19,58,1,1,"Doctor Longstreet , who was fifteen or twenty years older than the detective but still strong and active","Doctor Longstreet | he | I | Doctor Longstreet | I | me | Doctor Longstreet | Doctor Longstreet | Doctor Longstreet | you | Doctor Longstreet , who was fifteen or twenty years older than the detective but still strong and active | Doctor Longstreet | Longstreet | his | him | my | I | he | Doctor Longstreet | Doctor Longstreet | his | he | him | he | Doctor Longstreet",Ally,,
Novel19,59,1,0,the latter somewhat roughly,I | the latter somewhat roughly | I | I | I | I | I | that,,,
Novel19,60,1,0,you,you,,,
Novel19,61,0,0,once,once,,,
Novel19,62,0,0,a matter of the least consequence,first | It | first | it | a matter of the least consequence | the matter | first | first | first,,,
Novel19,63,1,0,you,you | you | you | you,,,
Novel19,64,0,0,judge of that,judge of that,,,
Novel19,65,0,0,more haste than logic,more haste than logic,,,
Novel19,66,0,0,the face,the face,,,
Novel19,67,0,0,past,past,,,
Novel19,68,1,1,"Mr. Short , sir","John Short | John Short who was as white and speechless as the rest | Mr. Short , sir | Mr. Short | Short | his | He | he | his | Mr. Short | Short | John Short , Fellow of Trinity College , Cambridge | John Short | John Short | his | he | his | him | his | he | he | he | he | his | His | John stoutly | John | My | John Short | I | I | I | myself | John , as well as great | John | his | John | John Short",Hero,,
Novel19,69,0,0,upstairs to warn Mrs. Ambrose of what was happening,upstairs to warn Mrs. Ambrose of what was happening,,,
Novel19,70,1,1,Mrs. Ambrose of what was happening,Mrs. Ambrose of what was happening | Mrs. Ambrose | her | her | Mrs. Ambrose 's | her | her | Mrs. Ambrose | Mrs. Ambrose | her | her | Mrs. Ambrose 's | her | her | her | her,Ally,,
Novel19,71,0,0,a vain attempt,a vain attempt,,,
Novel19,72,0,0,the course of events,the course of events,,,
Novel19,73,0,0,events which occurred at so remote a date,events | events which occurred at so remote a date,,,
Novel19,74,0,0,this,this | this | me,,,
Novel19,75,0,0,"`` Unwarrantable , indeed","`` Unwarrantable , indeed",,,
Novel19,76,0,0,Unwarrantable,Unwarrantable | indeed,,,
Novel19,77,0,0,the warrant in my pocket,the warrant in my pocket,,,
Novel19,78,0,0,his pocket,my pocket | his pocket,,,
Novel19,79,0,0,his square and sturdy form,his square and sturdy form,,,
Novel19,80,0,0,the door and the detective,the door and the detective,,,
Novel19,81,1,0,You,You | you,,,
Novel19,82,0,0,others,others,,,
Novel19,83,0,0,the greater part of his life,the greater part of his life,,,
Novel19,84,1,0,his life,his life,,,
Novel19,85,0,0,the most unobtrusive and gentle of men,the most unobtrusive and gentle of men,,,
Novel19,86,1,0,men,men,,,
Novel19,87,0,0,his voice,his voice,,,
Novel19,88,0,0,a tone of authority,a tone of authority | your tone,,,
Novel19,89,0,0,his words,his words,,,
Novel19,90,0,0,His blue eyes,His blue eyes | his blue eyes | her eyes | her eyes | her eyes,,,
Novel19,91,0,0,something imposing in his square head -- even in the unruffled smoothness of his brown hair,something imposing in his square head -- even in the unruffled smoothness of his brown hair,,,
Novel19,92,0,0,his square head -- even in the unruffled smoothness of his brown hair,his square head -- even in the unruffled smoothness of his brown hair | his head,,,
Novel19,93,0,0,the unruffled smoothness,the unruffled smoothness,,,
Novel19,94,0,0,his brown hair,his brown hair | his hair,,,
Novel19,95,0,0,his hands,his hands | his hands,,,
Novel19,96,0,0,his pockets,his pockets,,,
Novel19,97,1,0,You,You | you | you | you,,,
Novel19,98,1,0,us,us,,,
Novel19,99,0,0,That,the door of the room | It | That | it,,,
Novel19,100,1,0,the patient,the patient,,,
Novel19,101,0,0,he chances,he chances,,,
Novel19,102,0,0,a lucid interval,a lucid interval,,,
Novel19,103,0,0,his long upper lip and glaring,his long upper lip and glaring | we,,,
Novel19,104,0,0,Mr. Booley as though he had said it all himself,Mr. Booley as though he had said it all himself,,,
Novel19,105,0,0,Absolutely reasonable,Absolutely reasonable | it,,,
Novel19,106,1,0,you,you | you | he,,,
Novel19,107,0,0,This way if you please,This way if you please | his way,,,
Novel19,108,0,0,the way upstairs,the way upstairs,,,
Novel19,109,1,0,"Mr. Booley , the physician and the vicar","Mr. Booley , the physician and the vicar | they",,,
Novel19,110,1,1,"the physician , gravely , but looking hard at the unhappy woman","the physician | the physician | the physician 's | the physician , gravely , but looking hard at the unhappy woman | the physician , gravely | the physician | he | his",Ally,,
Novel19,111,1,1,"the vicar , who was nearest to him","the vicar | the vicar | the vicar , who was nearest to him | the vicar | him | I | he | he | him | he | he | he | him | he | him",Ally,,
Novel19,112,0,0,the discussion,the discussion,,,
Novel19,113,0,0,check for a few moments,check for a few moments | it,,,
Novel19,114,0,0,Mr. Juxon 's determined manner,Mr. Juxon 's determined manner,,,
Novel19,115,0,0,a fresh assertion of his rights,a fresh assertion of his rights,,,
Novel19,116,0,0,his rights,his rights,,,
Novel19,117,0,0,my word,my word | it | it,,,
Novel19,118,0,0,a difference,a difference,,,
Novel19,119,1,0,you,you,,,
Novel19,120,1,0,we,we,,,
Novel19,121,0,0,"your tone , sir","your tone , sir",,,
Novel19,122,1,0,"you I will , sir","your | you | you I will , sir",,,
Novel19,123,0,0,fifteen,fifteen,,,
Novel19,124,0,0,fifteen or twenty years,fifteen or twenty years,,,
Novel19,125,0,0,his arm,his arm,,,
Novel19,126,0,0,my permission,my permission,,,
Novel19,127,0,0,an action brought against you for manslaughter,an action brought against you for manslaughter,,,
Novel19,128,0,0,a loud voice,a loud voice,,,
Novel19,129,0,0,justice of the peace,justice of the peace,,,
Novel19,130,0,0,the peace,the peace,,,
Novel19,131,0,0,my own house,my own house,,,
Novel19,132,0,0,your position,your position,,,
Novel19,133,1,0,your,your | you,,,
Novel19,134,0,0,Mr. Juxon 's authoritative tone,Mr. Juxon 's authoritative tone,,,
Novel19,135,0,0,some angry retort which no one heard,some angry retort which no one heard,,,
Novel19,136,0,0,no one,no one,,,
Novel19,137,0,0,the altercation,the altercation,,,
Novel19,138,0,0,the issue,the issue,,,
Novel19,139,0,0,the squire 's voice,the squire 's voice | her voice | her voice | it,,,
Novel19,140,1,1,Mrs. Ambrose and Mary Goddard,"Mrs. Ambrose and Mary Goddard | they | Mary | Mary | they | Mary Goddard | Goddard 's | We | him to consciousness for a moment -- '' | Mary Goddard | he | He | Goddard 's | Mary | He | Mary Goddard | Goddard 's | Goddard 's | Mary Goddard | Mary | Mary 's | Mary Goddard 's | its | round Mary Goddard , as they called her then , and round poor little Nellie | round Mary Goddard , as they called her then | round Mary Goddard | Mary Goddard",Ally,,
Novel19,141,0,0,each side of the sick man,each side of the sick man | his side,,,
Novel19,142,1,0,the sick man,the sick man,,,
Novel19,143,1,0,Mrs.,Mrs. | He | his | he | me | I | I,,,
Novel19,144,0,0,the noises,the noises,,,
Novel19,145,0,0,some impression,some impression,,,
Novel19,146,0,0,his brain,his brain,,,
Novel19,147,1,0,he,he | him | he,,,
Novel19,148,0,0,now -- I shall just catch him as he goes by --,now -- I shall just catch him as he goes by -- | now,,,
Novel19,149,0,0,dog --,dog --,,,
Novel19,150,0,0,oh,oh,,,
Novel19,151,0,0,a wild shriek,a wild shriek,,,
Novel19,152,1,0,the wretched man,the wretched man | his | his | his | he | his | his | he,,,
Novel19,153,0,0,"his knees , his eyes starting out , his face transfigured with horror","his knees , his eyes starting out , his face transfigured with horror",,,
Novel19,154,0,0,"his eyes starting out , his face transfigured with horror","his knees | his eyes starting out , his face transfigured with horror | his eyes starting out",,,
Novel19,155,0,0,his face transfigured with horror,his face transfigured with horror,,,
Novel19,156,0,0,one,one,,,
Novel19,157,0,0,"two , '' grumbling at the parish depth as of yore","two | two , '' grumbling at the parish depth as of yore | two | two",,,
Novel19,158,0,0,one instant,one instant,,,
Novel19,159,1,0,the two terror-struck women,the two terror-struck women | women | women | They | their | them | their | their,,,
Novel19,160,0,0,a groan,a groan,,,
Novel19,161,0,0,his breast,his breast,,,
Novel19,162,0,0,"the pillows , breathing","the pillows , breathing",,,
Novel19,163,0,0,the pillows,the pillows,,,
Novel19,164,0,0,"her husband , her hands gripping the disordered coverlet convulsively","her husband , her hands gripping the disordered coverlet convulsively | her husband | her husband | his | her husband",,,
Novel19,165,0,0,her hands gripping the disordered coverlet convulsively,her hands gripping the disordered coverlet convulsively,,,
Novel19,166,0,0,the disordered coverlet convulsively,the disordered coverlet convulsively | the | the,,,
Novel19,167,0,0,the physician 's last threat,the physician 's last threat,,,
Novel19,168,0,0,the greatest agitation,the greatest agitation,,,
Novel19,169,0,0,his lips,his lips | her lips,,,
Novel19,170,0,0,the foot of the bed,the foot of the bed,,,
Novel19,171,0,0,the bed,the bed | the bed,,,
Novel19,172,0,0,Goddard 's face,Goddard 's face,,,
Novel19,173,0,0,a pause,a pause,,,
Novel19,174,0,0,a moment,a moment,,,
Novel19,175,0,0,That,some one | That,,,
Novel19,176,1,0,her,her | she,,,
Novel19,177,0,0,"broken tones , `` unless he can live","broken tones , `` unless he can live",,,
Novel19,178,0,0,broken tones,broken tones,,,
Novel19,179,1,0,the unhappy woman,the unhappy woman,,,
Novel19,180,0,0,Goddard 's staring eyes,Goddard 's staring eyes,,,
Novel19,181,0,0,three,three | It,,,
Novel19,182,0,0,and three times,and three times,,,
Novel19,183,1,0,then,then | her | she | her | she | Her | she | her | her | her | You,,,
Novel19,184,0,0,one,one,,,
Novel19,185,0,0,one,one,,,
Novel19,186,0,0,his dead face,his dead face,,,
Novel19,187,0,0,one instant,one instant,,,
Novel19,188,0,0,a faint smile,a faint smile,,,
Novel19,189,0,0,one hand,one hand,,,
Novel19,190,0,0,her forehead,her forehead,,,
Novel19,191,0,0,Her limbs,Her limbs,,,
Novel19,192,0,0,his arms,his arms | his arms,,,
Novel19,193,0,0,the rest,the rest,,,
Novel19,194,1,0,Booley and Mr. Ambrose in the passage,Booley and Mr. Ambrose in the passage,,,
Novel19,195,0,0,the passage,the passage,,,
Novel19,196,0,0,his burden in his arms,his burden in his arms,,,
Novel19,197,0,0,Holmes the butler,Holmes the butler | Holmes,,,
Novel19,198,0,0,A few steps,A few steps,,,
Novel19,199,0,0,"the butler , who carried a telegram on a salver","the butler , who carried a telegram on a salver | the butler 's",,,
Novel19,200,0,0,a telegram,a telegram,,,
Novel19,201,0,0,a salver,a salver,,,
Novel19,202,0,0,"the impassive servant , not appearing to notice anything strange in the fact that his master was carrying the inanimate body of Mary Goddard","the impassive servant , not appearing to notice anything strange in the fact that his master was carrying the inanimate body of Mary Goddard",,,
Novel19,203,0,0,the impassive servant,the impassive servant,,,
Novel19,204,0,0,the fact,the fact,,,
Novel19,205,1,0,his master,his master,,,
Novel19,206,0,0,the inanimate body of Mary Goddard,the inanimate body of Mary Goddard,,,
Novel19,207,0,0,there -- go in,there -- go in,,,
Novel19,208,0,0,The detective and the vicar,The detective and the vicar,,,
Novel19,209,0,0,the dead,the dead,,,
Novel19,210,0,0,his pale face,his pale face | his face | her face,,,
Novel19,211,0,0,"`` A telegram for Mr. Short , ''","`` A telegram for Mr. Short , ''",,,
Novel19,212,0,0,A telegram for Mr. Short,A telegram for Mr. Short,,,
Novel19,213,0,0,the despatch,the despatch | it | it,,,
Novel19,214,0,0,the butler 's hands,the butler 's hands,,,
Novel19,215,0,0,the contents,the contents,,,
Novel19,216,0,0,"it , John","one | it , John | it",,,
Novel19,217,0,0,nearest to him,nearest to him,,,
Novel19,218,0,0,`` Oh -- nothing .,`` Oh -- nothing .,,,
Novel19,219,0,0,Tripos,Tripos,,,
Novel19,220,0,0,"the Tripos , that is all , '' answered John very simply , as though it were not a matter of the least consequence","the Tripos , that is all , '' answered John very simply , as though it were not a matter of the least consequence",,,
Novel19,221,0,0,the Tripos,the Tripos,,,
Novel19,222,0,0,the least consequence,the least consequence,,,
Novel19,223,0,0,privation and anxiety,privation and anxiety,,,
Novel19,224,0,0,days of weariness and nights of study,days of weariness and nights of study,,,
Novel19,225,0,0,days of weariness,days of weariness | days,,,
Novel19,226,0,0,nights of study,nights of study,,,
Novel19,227,0,0,the triumph,the triumph,,,
Novel19,228,0,0,little,little | It | It,,,
Novel19,229,0,0,the news of victory,the news of victory,,,
Novel19,230,0,0,such a moment,such a moment,,,
Novel19,231,0,0,the group of pale and awe-struck spectators,the group of pale and awe-struck spectators,,,
Novel19,232,0,0,the dead man 's bed,the dead man 's bed,,,
Novel19,233,1,0,the dead man 's,the dead man 's,,,
Novel19,234,0,0,the greatest thing which had ever happened to him,the greatest thing which had ever happened to him,,,
Novel19,235,0,0,the tragedy of which he had witnessed the last act,the tragedy of which he had witnessed the last act,,,
Novel19,236,0,0,the last act,the last act,,,
Novel19,237,0,0,the law,the law | the law,,,
Novel19,238,0,0,the very moment when the hand of the law was upon him,the very moment when the hand of the law was upon him,,,
Novel19,239,0,0,the hand of the law,the hand of the law,,,
Novel19,240,1,0,Thomas Reid,Thomas Reid | the conservative sexton | him | his,,,
Novel19,241,0,0,"Thomas Reid , the conservative sexton","Thomas Reid , the conservative sexton",,,
Novel19,242,0,0,four by six,four by six | it,,,
Novel19,243,0,0,the parish depth,the parish depth,,,
Novel19,244,0,0,a simple stone cross,a simple stone cross,,,
Novel19,245,0,0,his nameless grave,his nameless grave,,,
Novel19,246,0,0,Billingsfield Hall,Billingsfield | Billingsfield | Billingsfield Hall | Billingsfield,,,
Novel19,247,0,0,Essex,Essex,,,
Novel19,248,0,0,"this day in the churchyard of Billingsfield , Essex","this day in the churchyard of Billingsfield , Essex",,,
Novel19,249,0,0,"the churchyard of Billingsfield , Essex","the churchyard of Billingsfield , Essex",,,
Novel19,250,0,0,"Billingsfield , Essex","Billingsfield , Essex",,,
Novel19,251,0,0,the shadow of the ancient abbey,the shadow of the ancient abbey,,,
Novel19,252,0,0,the ancient abbey,the ancient abbey,,,
Novel19,253,0,0,Gall,Gall | he,,,
Novel19,254,0,0,nearly ten years since Mr. Reid buried the poor tramp,a long time ago | it | nearly ten years since Mr. Reid buried the poor tramp | It | it | the only incident of any interest which ever occurred in Billingsfield | it | its | it | It | time | time | it | that | ten years | It | it,,,
Novel19,255,0,0,Billingsfield reckoning,Billingsfield reckoning,,,
Novel19,256,0,0,the story of the tramp who attacked Squire Juxon and was pulled down by the bloodhound,the story of the tramp who attacked Squire Juxon and was pulled down by the bloodhound | the story,,,
Novel19,257,0,0,the tramp who attacked Squire Juxon and was pulled down by the bloodhound,the tramp who attacked Squire Juxon and was pulled down by the bloodhound | the tramp | he | his | he | his,,,
Novel19,258,0,0,the bloodhound,the bloodhound,,,
Novel19,259,0,0,the villagers,the villagers,,,
Novel19,260,1,0,"Mr. Gall , being once in good cheer","Mr. Gall , being once in good cheer | Mr. Gall | Mr. Gall 's",,,
Novel19,261,0,0,the singular reticence he has always shown in the matter,the singular reticence he has always shown in the matter,,,
Novel19,262,0,0,the prosperity which has attended his constabulary career,the prosperity which has attended his constabulary career | his prosperity,,,
Novel19,263,0,0,his constabulary career,his constabulary career,,,
Novel19,264,0,0,a life interest in keeping his counsel,a life interest in keeping his counsel,,,
Novel19,265,0,0,his counsel,his counsel,,,
Novel19,266,0,0,Mr. Reid buried the poor tramp,Mr. Reid buried the poor tramp,,,
