doc_id,chain_id,animacy,character,canonical_name,mentions,role,confidence,notes
Novel8,1,0,0,Temple,Temple,,,
Novel8,2,0,0,a rainy November night,It | a rainy November night,,,
Novel8,3,0,0,London,London | London | London | London | London,,,
Novel8,4,0,0,the gate of the Temple,the gate of the Temple | it | a great event,,,
Novel8,5,0,0,hundred,hundred | hundred | that | hundred | hundred | hundred,,,
Novel8,6,0,0,the Temple,the Temple,,,
Novel8,7,0,0,A soft continuous downpour,A soft continuous downpour,,,
Novel8,8,0,0,the London streets,the London streets | the streets,,,
Novel8,9,0,0,the quadrangle,the quadrangle,,,
Novel8,10,0,0,"their animation or the nocturnal brightness of the capital , for the brilliance of the gas-lamps was flashed back from innumerable patches of water","their animation or the nocturnal brightness of the capital , for the brilliance of the gas-lamps was flashed back from innumerable patches of water",,,
Novel8,11,0,0,a sky still heavy,a sky still heavy,,,
Novel8,12,0,0,their animation,their animation,,,
Novel8,13,0,0,storm-clouds,storm-clouds,,,
Novel8,14,0,0,their,their,,,
Novel8,15,0,0,her brother with a sigh,her brother with a sigh,,,
Novel8,16,0,0,"the nocturnal brightness of the capital , for the brilliance of the gas-lamps was flashed back from innumerable patches of water","the nocturnal brightness of the capital , for the brilliance of the gas-lamps was flashed back from innumerable patches of water",,,
Novel8,17,0,0,"the capital , for the brilliance of the gas-lamps was flashed back from innumerable patches of water","the capital , for the brilliance of the gas-lamps was flashed back from innumerable patches of water",,,
Novel8,18,0,0,a sigh,a sigh,,,
Novel8,19,0,0,the capital,the capital,,,
Novel8,20,0,0,the brilliance of the gas-lamps,the brilliance of the gas-lamps,,,
Novel8,21,0,0,the gas-lamps,the gas-lamps,,,
Novel8,22,0,0,innumerable patches of water,innumerable patches of water,,,
Novel8,23,0,0,one,one,,,
Novel8,24,0,0,light,light,,,
Novel8,25,0,0,the rain,the rain,,,
Novel8,26,0,0,a hundred shimmering reflections,a hundred shimmering reflections,,,
Novel8,27,0,0,"the hour when all the society of which an autumnal London can boast is in the streets , hurrying to its dinner or its amusements , and when the stream of diners-out , flowing through the different channels of the west , is met in all the great thoroughfares by the stream of theatre-goers setting eastward","the hour when all the society of which an autumnal London can boast is in the streets , hurrying to its dinner or its amusements , and when the stream of diners-out , flowing through the different channels of the west , is met in all the great thoroughfares by the stream of theatre-goers setting eastward",,,
Novel8,28,0,0,"one thing , I think , that would make me happier than a hundred Elviras , and that is to see Isabel Bretherton the wife of a man she loved","one thing , I think , that would make me happier than a hundred Elviras , and that is to see Isabel Bretherton the wife of a man she loved",,,
Novel8,29,0,0,an autumnal London,an autumnal London | its | its,,,
Novel8,30,0,0,one thing,one thing,,,
Novel8,31,0,0,"the streets , hurrying to its dinner or its amusements","the streets , hurrying to its dinner or its amusements",,,
Novel8,32,0,0,its dinner or its amusements,its dinner or its amusements,,,
Novel8,33,0,0,"a hundred Elviras , and that","a hundred Elviras , and that",,,
Novel8,34,0,0,its dinner,its dinner,,,
Novel8,35,0,0,a hundred Elviras,a hundred Elviras,,,
Novel8,36,0,0,its amusements,its amusements,,,
Novel8,37,0,0,the wife of a man she loved,the wife of a man she loved,,,
Novel8,38,0,0,a man she loved,a man she loved,,,
Novel8,39,0,0,the stream of diners-out,the stream of diners-out,,,
Novel8,40,0,0,the different channels of the west,the different channels of the west,,,
Novel8,41,0,0,a smile,a smile,,,
Novel8,42,0,0,the west,the west,,,
Novel8,43,0,0,the stream of theatre-goers setting eastward,the stream of theatre-goers setting eastward,,,
Novel8,44,0,0,theatre-goers setting eastward,theatre-goers setting eastward,,,
Novel8,45,0,0,_,_ | _ | _ | _ | _ | _ | _ | _ | _,,,
Novel8,46,0,0,"The western end of D -- Street was especially crowded , and so was the entrance to a certain narrow street leading northwards from it , in which stood the new bare buildings of the _ Calliope _ .","The western end of D -- Street was especially crowded , and so was the entrance to a certain narrow street leading northwards from it , in which stood the new bare buildings of the _ Calliope _ .",,,
Novel8,47,0,0,Street,Street,,,
Novel8,48,0,0,the entrance,the entrance | it,,,
Novel8,49,0,0,"a certain narrow street leading northwards from it , in which stood the new bare buildings of the _ Calliope _","a certain narrow street leading northwards from it , in which stood the new bare buildings of the _ Calliope _",,,
Novel8,50,1,0,you,you,,,
Novel8,51,0,0,the new bare buildings of the _ Calliope _,the new bare buildings of the _ Calliope _,,,
Novel8,52,0,0,the _ Calliope _,the _ Calliope _ | the _ Calliope _ | the _ Calliope _,,,
Novel8,53,0,0,"itself there was a dense mass of carriages and human beings , only","the theatre | itself there was a dense mass of carriages and human beings , only | the theatre | the theatre | the theatre | the theatre",,,
Novel8,54,0,0,those first letters of yours,those first letters of yours,,,
Novel8,55,1,0,yours,yours,,,
Novel8,56,0,0,a dense mass of carriages and human beings,a dense mass of carriages and human beings,,,
Novel8,57,0,0,May,May,,,
